Query,True EC,Predicted EC,Exact Match,First Number Match,First Number
Q6AF73,['4.1.3.-'],No EC number found,False,False,No EC number found
O12971,['2.4.1.222'],No EC number found,False,False,No EC number found
A6W7V4,['3.1.26.4'],No EC number found,False,False,No EC number found
A8ZUH8,['3.6.4.12'],No EC number found,False,False,No EC number found
P40683,['2.7.8.-'],No EC number found,False,False,No EC number found
Q8G9P0,['4.99.1.2'],No EC number found,False,False,No EC number found
Q9SCV3,['3.2.1.23'],No EC number found,False,False,No EC number found
Q9X220,['2.8.1.4'],No EC number found,False,False,No EC number found
P0DKT0,['1.20.4.3'],No EC number found,False,False,No EC number found
P14899,['3.2.1.1'],No EC number found,False,False,No EC number found
Q4WBS1,['3.2.1.78'],No EC number found,False,False,No EC number found
O14252,['1.-.-.-'],3.2.1.106,False,False,3
Q8EVH8,['2.8.1.4'],No EC number found,False,False,No EC number found
Q7VIM2,['6.1.1.17'],No EC number found,False,False,No EC number found
A8ZVP4,['4.1.99.17'],No EC number found,False,False,No EC number found
Q73LJ8,['3.1.22.4'],No EC number found,False,False,No EC number found
Q88VQ3,['3.1.1.96'],No EC number found,False,False,No EC number found
Q9LVP1,['5.99.1.2'],No EC number found,False,False,No EC number found
Q4WMJ1,['2.1.1.-'],No EC number found,False,False,No EC number found
Q9V3C0,['3.6.4.13'],No EC number found,False,False,No EC number found
O25455,['3.1.-.-'],No EC number found,False,False,No EC number found
P54122,['3.1.-.-'],No EC number found,False,False,No EC number found
P29814,['3.6.1.15'],3.6.1.15,True,True,3
O52597,['3.6.1.23'],No EC number found,False,False,No EC number found
P0CQ07,['3.4.22.-'],No EC number found,False,False,No EC number found
Q9Y3D2,['1.8.4.-'],No EC number found,False,False,No EC number found
Q8MQ70,['2.7.11.1'],No EC number found,False,False,No EC number found
Q1IP39,['4.1.1.65'],No EC number found,False,False,No EC number found
P58704,['4.2.1.104'],No EC number found,False,False,No EC number found
A4J0Q6,['3.1.1.29'],No EC number found,False,False,No EC number found
O83796,['2.2.1.7'],No EC number found,False,False,No EC number found
Q9I5U4,['1.1.1.262'],No EC number found,False,False,No EC number found
O67550,['3.1.11.-'],No EC number found,False,False,No EC number found
O63849,['1.6.5.3'],7.1.1.2,False,False,7
B8II14,['4.2.1.70'],No EC number found,False,False,No EC number found
P22612,['2.7.11.11'],No EC number found,False,False,No EC number found
Q5WDK7,['5.3.1.1'],No EC number found,False,False,No EC number found
D5ATX8,['5.1.99.6'],No EC number found,False,False,No EC number found
Q39YF3,['2.1.1.195'],No EC number found,False,False,No EC number found
Q3A2C7,['4.2.1.20'],No EC number found,False,False,No EC number found
P9WQE7,['2.3.1.41'],No EC number found,False,False,No EC number found
B3QVA9,['3.6.4.12'],No EC number found,False,False,No EC number found
P37747,['5.4.99.9'],No EC number found,False,False,No EC number found
Q8ZYE0,['2.7.1.40'],2.7.1.40,True,True,2
Q966Y3,['2.7.11.24'],No EC number found,False,False,No EC number found
P27034,['3.2.1.21'],No EC number found,False,False,No EC number found
Q8EUR6,['6.1.1.7'],6.1.1.7,True,True,6
A7HMJ7,['3.6.1.7'],3.6.1.7,True,True,3
Q57724,['1.2.7.3'],No EC number found,False,False,No EC number found
Q5B7L0,['3.4.22.-'],No EC number found,False,False,No EC number found
Q9UJ83,['4.1.-.-'],No EC number found,False,False,No EC number found
A8F7W0,['4.2.1.126'],No EC number found,False,False,No EC number found
Q2LQ62,['2.7.4.8'],No EC number found,False,False,No EC number found
Q8EDH1,['2.3.1.180'],No EC number found,False,False,No EC number found
Q9FH02,['3.4.24.-'],No EC number found,False,False,No EC number found
O68142,['6.1.1.-'],No EC number found,False,False,No EC number found
Q7USI0,['6.3.2.2'],No EC number found,False,False,No EC number found
Q9UII4,['2.3.2.-'],No EC number found,False,False,No EC number found
P13390,['3.4.21.-'],No EC number found,False,False,No EC number found
P32152,['2.7.1.-'],No EC number found,False,False,No EC number found
P0CI35,['3.6.1.-'],No EC number found,False,False,No EC number found
Q9XGY6,['2.3.1.75'],No EC number found,False,False,No EC number found
B8MW97,['3.2.1.4'],No EC number found,False,False,No EC number found
A6LLK6,['6.3.5.-'],No EC number found,False,False,No EC number found
Q8SQU9,['3.6.3.14'],No EC number found,False,False,No EC number found
Q7V8G6,['3.5.1.88'],No EC number found,False,False,No EC number found
A6VXL0,['2.7.4.9'],No EC number found,False,False,No EC number found
Q7UNR2,['3.5.2.3'],No EC number found,False,False,No EC number found
Q7NSD8,['1.14.12.17'],No EC number found,False,False,No EC number found
C8VPS9,['6.3.2.-'],6.3.2.-,True,True,6
P17876,['2.7.1.197'],No EC number found,False,False,No EC number found
A7HGP4,['2.7.7.6'],No EC number found,False,False,No EC number found
Q7TP52,['3.1.-.-'],No EC number found,False,False,No EC number found
P57311,['2.4.1.227'],No EC number found,False,False,No EC number found
Q4JB92,['5.3.1.23'],No EC number found,False,False,No EC number found
P53916,['3.1.3.67'],3.1.3.67,True,True,3
Q0SFB4,['2.7.7.6'],No EC number found,False,False,No EC number found
P32960,['5.1.1.-'],No EC number found,False,False,No EC number found
Q6R7M4,['1.14.13.202'],No EC number found,False,False,No EC number found
Q2NA79,['1.6.5.11'],No EC number found,False,False,No EC number found
Q9LS76,['4.2.3.-'],No EC number found,False,False,No EC number found
A0QXJ6,['6.3.2.2'],No EC number found,False,False,No EC number found
P55575,['1.-.-.-'],No EC number found,False,False,No EC number found
C5FDH0,['3.4.-.-'],No EC number found,False,False,No EC number found
Q8YM75,['6.3.2.8'],No EC number found,False,False,No EC number found
Q96IR7,['1.13.-.-'],No EC number found,False,False,No EC number found
Q8Y8D3,['5.3.1.6'],No EC number found,False,False,No EC number found
Q24SJ8,['5.2.1.8'],No EC number found,False,False,No EC number found
Q96EG1,['3.1.6.-'],No EC number found,False,False,No EC number found
P73574,['1.1.1.100'],No EC number found,False,False,No EC number found
P18930,['1.6.5.3'],No EC number found,False,False,No EC number found
P18417,['4.3.3.2'],No EC number found,False,False,No EC number found
Q8KPU9,['6.1.1.19'],No EC number found,False,False,No EC number found
Q8EUR6,['6.1.1.7'],6.1.1.7,True,True,6
Q2N6M9,['1.3.-.-'],No EC number found,False,False,No EC number found
O67891,['6.3.2.1'],No EC number found,False,False,No EC number found
Q9FGS4,['2.5.1.72'],No EC number found,False,False,No EC number found
O32037,['6.1.-.-'],No EC number found,False,False,No EC number found
P51174,['1.3.8.8'],No EC number found,False,False,No EC number found
Q68FL6,['6.1.1.10'],No EC number found,False,False,No EC number found
Q7NEZ5,['6.3.2.9'],No EC number found,False,False,No EC number found
D2B129,['3.6.4.-'],No EC number found,False,False,No EC number found
Q24SJ8,['5.2.1.8'],No EC number found,False,False,No EC number found
Q0S2N2,['4.1.99.22'],No EC number found,False,False,No EC number found
O05269,['1.7.1.7'],No EC number found,False,False,No EC number found
O14000,['6.1.1.10'],No EC number found,False,False,No EC number found
Q9M8S2,['2.7.11.-'],No EC number found,False,False,No EC number found
Q5ZXD1,['4.3.2.2'],No EC number found,False,False,No EC number found
P25866,['2.3.2.23'],No EC number found,False,False,No EC number found
Q06S87,['3.5.2.17'],No EC number found,False,False,No EC number found
Q8NKR7,['6.1.1.4'],No EC number found,False,False,No EC number found
Q5ZXE5,['6.3.4.19'],No EC number found,False,False,No EC number found
Q1QXD7,['6.5.1.2'],No EC number found,False,False,No EC number found
Q9C907,['3.1.4.46'],No EC number found,False,False,No EC number found
B2A5K1,['2.8.1.13'],No EC number found,False,False,No EC number found
P24367,['5.2.1.8'],No EC number found,False,False,No EC number found
A4J9R9,['2.1.1.-'],No EC number found,False,False,No EC number found
Q9Q8N6,['2.7.1.21'],No EC number found,False,False,No EC number found
P33121,['6.2.1.3'],No EC number found,False,False,No EC number found
Q69UE6,['2.3.1.-'],No EC number found,False,False,No EC number found
Q9XDH5,['2.7.7.7'],No EC number found,False,False,No EC number found
A1AVW2,['3.6.1.31'],No EC number found,False,False,No EC number found
Q2LQ82,['4.1.1.23'],No EC number found,False,False,No EC number found
Q7UG70,['5.3.1.16'],No EC number found,False,False,No EC number found
Q50144,['6.3.4.13'],No EC number found,False,False,No EC number found
P60820,['2.7.9.3'],No EC number found,False,False,No EC number found
Q8TY76,['4.2.1.10'],4.2.1.10,True,True,4
Q8CXG5,['2.5.1.75'],No EC number found,False,False,No EC number found
Q31M81,['2.7.1.33'],2.7.1.33,True,True,2
Q9JYM6,['5.3.1.6'],No EC number found,False,False,No EC number found
Q5BGN7,['3.1.1.89'],No EC number found,False,False,No EC number found
Q9V3G3,['5.2.1.8'],No EC number found,False,False,No EC number found
Q8FQR2,['2.7.1.33'],No EC number found,False,False,No EC number found
Q8CG76,['1.1.1.n11'],No EC number found,False,False,No EC number found
Q08D11,['2.7.8.29'],No EC number found,False,False,No EC number found
Q057R6,['2.7.8.7'],2.7.8.7,True,True,2
Q2S3D8,['4.6.1.17'],No EC number found,False,False,No EC number found
P58674,['1.17.7.4'],No EC number found,False,False,No EC number found
Q830N2,['6.1.1.13'],No EC number found,False,False,No EC number found
Q2GEU6,['2.3.1.181'],No EC number found,False,False,No EC number found
P19926,['3.1.3.10'],No EC number found,False,False,No EC number found
Q2RYT3,['6.1.1.20'],No EC number found,False,False,No EC number found
Q7U363,['5.4.99.12'],No EC number found,False,False,No EC number found
Q9UTB3,['5.4.99.-'],No EC number found,False,False,No EC number found
A8LKN7,['6.4.1.2'],No EC number found,False,False,No EC number found
Q7NDP0,['5.2.1.8'],No EC number found,False,False,No EC number found
A0R628,['2.4.1.288'],No EC number found,False,False,No EC number found
Q5SJB8,['2.1.1.148'],No EC number found,False,False,No EC number found
Q8BZ97,['2.1.1.-'],No EC number found,False,False,No EC number found
Q5ZHX7,['1.6.2.2'],No EC number found,False,False,No EC number found
Q661S5,['6.3.5.7'],No EC number found,False,False,No EC number found
A6VPG3,['3.5.4.25'],No EC number found,False,False,No EC number found
Q30ZP0,['2.1.1.182'],No EC number found,False,False,No EC number found
O60016,['2.1.1.43'],2.1.1.355,False,True,2
Q8RE57,['6.1.1.10'],No EC number found,False,False,No EC number found
Q47417,['5.4.99.26'],No EC number found,False,False,No EC number found
Q4JV61,['2.7.7.8'],No EC number found,False,False,No EC number found
Q32KR8,['3.2.2.19'],No EC number found,False,False,No EC number found
Q9V674,['1.14.-.-'],No EC number found,False,False,No EC number found
Q86VQ6,['1.8.1.9'],No EC number found,False,False,No EC number found
Q89AK9,['3.1.3.25'],No EC number found,False,False,No EC number found
P14775,['1.1.2.7'],No EC number found,False,False,No EC number found
Q8XVE6,['4.1.1.48'],No EC number found,False,False,No EC number found
A9AJ18,['6.3.2.9'],No EC number found,False,False,No EC number found
Q8RAI8,['6.1.1.21'],No EC number found,False,False,No EC number found
Q31JQ7,['2.7.7.87'],No EC number found,False,False,No EC number found
P0C1I6,['5.2.1.8'],No EC number found,False,False,No EC number found
Q21G20,['3.1.1.61'],No EC number found,False,False,No EC number found
Q9NJP9,['2.7.1.30'],No EC number found,False,False,No EC number found
Q3K935,['1.8.4.12'],No EC number found,False,False,No EC number found
Q9LWN0,['2.7.11.1'],No EC number found,False,False,No EC number found
A5F6R2,['1.8.4.12'],No EC number found,False,False,No EC number found
Q51879,['1.7.7.1'],No EC number found,False,False,No EC number found
Q88ER1,['2.1.1.80'],No EC number found,False,False,No EC number found
Q896F5,['2.8.1.13'],No EC number found,False,False,No EC number found
B6J3V8,['2.1.3.2'],No EC number found,False,False,No EC number found
Q5QY78,['2.7.1.33'],2.7.1.33,True,True,2
Q7UQA5,['2.7.8.7'],No EC number found,False,False,No EC number found
P36551,['1.3.3.3'],No EC number found,False,False,No EC number found
Q8BHM9,['3.4.21.-'],No EC number found,False,False,No EC number found
Q6A763,['2.7.7.7'],No EC number found,False,False,No EC number found
Q2GGH7,['5.3.1.1'],No EC number found,False,False,No EC number found
Q9UYT0,['2.7.7.3'],No EC number found,False,False,No EC number found
P9WGL4,['2.7.13.3'],No EC number found,False,False,No EC number found
P0A577,['4.99.1.1'],No EC number found,False,False,No EC number found
Q2LQ82,['4.1.1.23'],No EC number found,False,False,No EC number found
P56653,['3.1.2.23'],No EC number found,False,False,No EC number found
Q8EX97,['5.1.1.1'],No EC number found,False,False,No EC number found
C4XH04,['5.2.1.8'],No EC number found,False,False,No EC number found
P59727,['1.14.11.-'],No EC number found,False,False,No EC number found
Q04EZ9,['3.1.26.11'],No EC number found,False,False,No EC number found
Q0P9C7,['2.4.1.291'],No EC number found,False,False,No EC number found
A9NE17,['3.4.24.-'],No EC number found,False,False,No EC number found
Q6Q152,['5.2.1.8'],No EC number found,False,False,No EC number found
A0M287,['2.6.1.9'],No EC number found,False,False,No EC number found
Q65XV2,['2.3.2.27'],No EC number found,False,False,No EC number found
Q9Y237,['5.2.1.8'],No EC number found,False,False,No EC number found
Q1IYW2,['6.-.-.-'],No EC number found,False,False,No EC number found
Q5LNR7,['6.1.1.5'],No EC number found,False,False,No EC number found
O93627,['4.1.1.39'],No EC number found,False,False,No EC number found
Q23424,['3.6.5.-'],No EC number found,False,False,No EC number found
Q9X812,['1.9.3.1'],No EC number found,False,False,No EC number found
A7HKS1,['2.1.1.228'],No EC number found,False,False,No EC number found
P44578,['2.7.13.3'],No EC number found,False,False,No EC number found
E9QBI7,['3.4.24.-'],No EC number found,False,False,No EC number found
Q27536,['2.7.7.12'],No EC number found,False,False,No EC number found
A5DAD0,['3.1.13.4'],No EC number found,False,False,No EC number found
Q7SXA9,['3.1.22.-'],No EC number found,False,False,No EC number found
Q5B6C6,['3.2.1.21'],No EC number found,False,False,No EC number found
F4I8K2,['3.4.21.-'],No EC number found,False,False,No EC number found
A2BMC7,['3.1.26.5'],No EC number found,False,False,No EC number found
A4G8T7,['6.3.2.8'],No EC number found,False,False,No EC number found
Q0W3B6,['5.1.1.7'],No EC number found,False,False,No EC number found
Q8PX04,['5.4.2.12'],No EC number found,False,False,No EC number found
Q38X91,['4.2.1.10'],4.2.1.10,True,True,4
Q914I7,['2.4.-.-'],No EC number found,False,False,No EC number found
Q057R6,['2.7.8.7'],2.7.8.7,True,True,2
D1BJD0,['2.7.7.68'],No EC number found,False,False,No EC number found
P52489,['2.7.1.40'],No EC number found,False,False,No EC number found
Q9CWU0,['3.6.4.13'],No EC number found,False,False,No EC number found
P11803,['2.1.3.3'],No EC number found,False,False,No EC number found
O57478,['4.99.1.1'],No EC number found,False,False,No EC number found
Q8TFN1,['2.3.1.97'],No EC number found,False,False,No EC number found
Q9HL99,['6.1.1.3'],No EC number found,False,False,No EC number found
Q92SH6,['3.5.1.88'],No EC number found,False,False,No EC number found
Q58931,['1.8.1.9'],No EC number found,False,False,No EC number found
P80244,['3.4.21.92'],No EC number found,False,False,No EC number found
Q8N5J2,['3.4.19.12'],No EC number found,False,False,No EC number found
N4WE43,['1.1.1.1'],No EC number found,False,False,No EC number found
Q492V0,['6.1.1.20'],No EC number found,False,False,No EC number found
